Geometry Stories,Geometry Building Number Units,Geometry Building Horizontal Location,Geometry Building Level,Geometry Foundation Type,Windows,Insulation Wall,Insulation Ceiling,Insulation Foundation Wall,Insulation Floor,Geometry Wall Exterior Finish,geometry attic type,HVAC Has Shared System,HVAC Heating Efficiency,Spa ChaufType,Usage Level,Cooking Range Usage Level,Clothes Washer Usage Level,Clothes Dryer Usage Level,Refrigerator Efficiency,Refrigerator Extra Efficiency,Refrigerator Usage Level,Freezer Efficiency,Dishwasher Energy,Diswasher Usage Level,Lighting Usage Level,Door Area,Door Rvalue,Plug Load,ModeConsigne,Heating Setpoint,Cooling Setpoint,Garage Heating Setpoint,Basement Heating Setpoint,Mechanical Ventilation,Bathroom Spot Vent Hour,Natural Ventilation,Range Spot Vent Hour,Orientation,Overhangs,Vacancy Status,Has PV,PV Orientation,PV System Size,Battery,Ceiling Fan,Dehumidifier,Insulation Roof,Insulation Slab,Interior Shading,Radiant Barrier,Roof Material,Tconsignes_chauffage_H1,Tconsignes_chauffage_H2,Tconsignes_chauffage_H3,Tconsignes_chauffage_H4,Territoire_HQ,Region_Administrative,Type_Logement,ChaufEau_Presence,ChaufEau_Type,Presence_Garage,Nombre_Etages,Presence_SousSol,Nombre_Pieces,Nombre_Personnes,Refrigerateur_Nombre,Cuisiniere_Presence,LaveLinge_Type,SecheLinge_Presence,Congelateur_Nombre,LaveVaisselle_Presence,Superficie_Totale,Spa_Presence,Spa_Logement,Spa_Saison,Spa_Utilisation_SaisonChaude,Spa_Utilisation_SaisonFroide,Piscine_Presence,Piscine_Type,Piscine_Chauffee,Piscine_ChaufType,Piscine_Toile,Piscine_Minuterie,Vehicule_Presence,Vehicule_BornePresence,Mode_Occupation,Eclairage_LED,Type_Batiment,An_Construction,Infiltration,An_ConstructionCode,Source_Energie_Chauf,Cuisiniere_Energie,Chauffage_Logement,Climatisation,ChaufEau_ChaufType
1,1,Not Applicable,Not Applicable,Heated Basement,"Double, Clear, Non-metal, Air",QC_WoodStud-R14,QC_R24.6,"QC_Wall-R12, interior",Uninsulated,None,Vented Attic,None,"Electric Wall Furnace, 100% AFUE",none,Medium,100% Usage,100% Usage,100% Usage,EF 15.9,EF 17.6,100% Usage,"EF 12, National Average",318 Rated kWh,100% Usage,100% Usage,20 ft^2,Fiberglass,100%,Baisse de soir et de nuit uniquement,"(24,23,23)",18,12,18,None,Hour8,"Cooling Season, 7 days/wk",Hour14,East,None,Occupied,No,None,None,None,Standard Efficiency,None,"Unfinished, Uninsulated",None,"Summer = 0.7, Winter = 0.85",No,Composition Shingles,6.45958099334861,8.436897795868902,17.074711259141033,22.52776832149403,Richelieu,Montérégie,Maison individuelle,Logement,60 gallons,Pas de Garage,Deux étages,Sous sol 6 pied,8,2,1,Oui,Traditionnelle,Oui,Aucun,Oui,>= 5000,Non,Aucun,Aucun,Aucun,Aucun,Oui,Hors_Terre,Oui,Propane,Oui,Oui,Aucune_VE_Une_VHR,Non,Proprietaire,0%,Maison,[1960 - 1970),8 ACH50,[1946 - 1971),Electricite,Electrique,"Unités convecteurs, plancher ou plafond radiant","Fenêtre, mobile, portable",Electrique
1,1,Not Applicable,Not Applicable,Heated Basement,"Double, Clear, Non-metal, Air",QC_WoodStud-R20.7,QC_R30.9,"QC_Wall-R17.1, interior",Uninsulated,None,Vented Attic,None,"ASHP, SEER 13, 7.7 HSPF",none,Medium,100% Usage,100% Usage,100% Usage,EF 10.5,EF 10.5,100% Usage,"EF 12, National Average",318 Rated kWh,100% Usage,100% Usage,20 ft^2,Fiberglass,100%,Baisse de soir et de nuit uniquement,"(23,21,21)",20,10,21,None,Hour4,"Cooling Season, 7 days/wk",Hour17,North,None,Occupied,No,None,None,None,Standard Efficiency,None,"Unfinished, Uninsulated",None,"Summer = 0.7, Winter = 0.85",No,"Metal, Dark",6.091771857834231,8.99662383719643,17.184435933338364,23.882720661952597,Richelieu,Estrie,Maison individuelle,Logement,40 gallons,Pas de Garage,Deux étages,Sous sol 6 pied,10,4,2,Oui,Frontale,Oui,1,Non,[2000 - 2500),Non,Aucun,Aucun,Aucun,Aucun,Non,Aucun,Aucun,Aucun,Aucun,Aucun,Aucune_VE_Aucune_VHR,Aucun,Proprietaire,Plus de 50 %,Maison,[1980 - 1990),4 ACH50,[1971 - 1986),Electricite,Electrique,Thermopompe et Système central à air chaud,Centrale,Electrique
7,10,Left,Middle,Slab,"Double, Clear, Non-metal, Air",QC_WoodStud-R18.9,QC_R29.8,"QC_Wall-R17.1, interior",None,None,Vented Attic,None,"Electric Baseboard, 100% Efficiency",none,Medium,100% Usage,100% Usage,100% Usage,EF 19.9,EF 21.9,100% Usage,"EF 12, National Average",290 Rated kWh,100% Usage,100% Usage,20 ft^2,Fiberglass,100%,Constant,"(22,22,22)",24,10,22,None,Hour2,"Cooling Season, 7 days/wk",Hour18,North,None,Occupied,No,None,None,None,Standard Efficiency,None,"Unfinished, Uninsulated",Uninsulated,"Summer = 0.7, Winter = 0.85",None,"Asphalt Shingles, Medium",6.932840924684767,9.319160058220621,17.218448864958294,21.46023279852878,Richelieu,Montérégie,Collective,Central,Non definit,Pas de Garage,Un étage,Aucun Sous-sol ou vide sanitaire,4,3,1,Oui,Frontale,Oui,1,Non,[1000 - 1500),Non,Aucun,Aucun,Aucun,Aucun,Non,Aucun,Aucun,Aucun,Aucun,Aucun,Aucune_VE_Aucune_VHR,Aucun,Locataire,0%,Collective,[1980 - 1990),4 ACH50,[1971 - 1986),Electricite,Electrique,Plinthes électriques,"Fenêtre, mobile, portable",Electrique
1,1,Not Applicable,Not Applicable,Heated Basement,"Double, Clear, Non-metal, Air",QC_WoodStud-R20.7,QC_R30.9,"QC_Wall-R17.1, interior",Uninsulated,None,Vented Attic,None,"Electric Baseboard, 100% Efficiency",none,Medium,100% Usage,100% Usage,100% Usage,EF 17.6,None,100% Usage,"EF 12, National Average",290 Rated kWh,100% Usage,100% Usage,20 ft^2,Fiberglass,100%,Constant,"(21,21,21)",23,10,18,None,Hour7,"Cooling Season, 7 days/wk",Hour17,East,None,Occupied,No,None,None,None,None,None,"Unfinished, Uninsulated",None,"Summer = 0.7, Winter = 0.85",No,"Asphalt Shingles, Medium",6.265546844187079,8.43336078271559,16.52644374162399,22.037361516476977,Richelieu,Montérégie,Maison individuelle,Logement,23-40 gallons,Pas de Garage,Trois étages et plus,Sous sol 6 pied,10,2,2,Oui,Frontale,Oui,2,Oui,[3000 - 3500),Non,Aucun,Aucun,Aucun,Aucun,Non,Aucun,Aucun,Aucun,Aucun,Aucun,Aucune_VE_Aucune_VHR,Aucun,Proprietaire,25 à 50 %,Maison,[1990 - 2000),8 ACH50,[1986 - 2013),Electricite,Electrique,Plinthes électriques,Murale,Electrique
3,3,Not Applicable,Bottom,Slab,"Double, Clear, Non-metal, Air",QC_WoodStud-R18.9,QC_R29.8,"QC_Wall-R17.1, interior",None,None,Vented Attic,None,"Electric Baseboard, 100% Efficiency",none,Medium,100% Usage,100% Usage,100% Usage,EF 19.9,EF 15.9,100% Usage,"EF 12, National Average",318 Rated kWh,100% Usage,100% Usage,20 ft^2,Fiberglass,100%,Baisse de nuit uniquement,"(21,21,20)",20,10,19,None,Hour19,"Cooling Season, 7 days/wk",Hour8,East,None,Occupied,No,None,None,None,Standard Efficiency,None,"Unfinished, Uninsulated",Uninsulated,"Summer = 0.7, Winter = 0.85",None,Composition Shingles,4.903904678135586,7.143876590437577,16.721710949589756,20.421294979490927,Richelieu,Montérégie,Triplex,Logement,60 gallons,Pas de Garage,Un étage,Aucun Sous-sol ou vide sanitaire,3,1,1,Oui,Traditionnelle,Non,Aucun,Non,[1 - 500),Non,Aucun,Aucun,Aucun,Aucun,Non,Aucun,Aucun,Aucun,Aucun,Aucun,Aucune_VE_Aucune_VHR,Aucun,Locataire,0%,Plex,[1980 - 1990),2 ACH50,[1986 - 2013),Electricite,Electrique,Plinthes électriques,Aucune,Electrique
20,326,Middle,Middle,Slab,"Double, Low-E, Non-metal, Air, L-Gain",QC_WoodStud-R12.6,QC_R18.3,"QC_Wall-R14.4, interior",None,None,Vented Attic,None,"Fuel Boiler, 80% AFUE",none,Medium,100% Usage,100% Usage,100% Usage,EF 10.5,EF 10.5,100% Usage,"EF 12, National Average",318 Rated kWh,100% Usage,100% Usage,20 ft^2,Fiberglass,100%,Baisse de nuit uniquement,"(21,21,18)",19,10,17,None,Hour6,"Cooling Season, 7 days/wk",Hour16,North,None,Occupied,No,None,None,None,Standard Efficiency,None,"Unfinished, Uninsulated",Uninsulated,"Summer = 0.7, Winter = 0.85",None,"Asphalt Shingles, Medium",7.656341265999455,8.538675461879567,18.18492827416568,22.613722027346174,Montréal,Montréal,Collective,Logement,40 gallons,Pas de Garage,Un étage,Aucun Sous-sol ou vide sanitaire,2,2,1,Oui,Frontale,Oui,Aucun,Non,[500 - 1000),Non,Aucun,Aucun,Aucun,Aucun,Non,Aucun,Aucun,Aucun,Aucun,Aucun,Aucune_VE_Aucune_VHR,Aucun,Locataire,0%,Collective,[1970 - 1980),5 ACH50,[1971 - 1986),Gaz naturel,Gaz,Système central à eau chaude,"Fenêtre, mobile, portable",Gaz Naturel
1,1,Not Applicable,Not Applicable,Slab,"Double, Low-E, L-Gain",QC_WoodStud-R20.7,QC_R30.9,"QC_Wall-R17.1, interior",None,None,Vented Attic,None,"Electric Boiler, 100% AFUE",none,High,120% Usage,120% Usage,120% Usage,EF 6.7,None,105% Usage,"EF 12, National Average",290 Rated kWh,120% Usage,100% Usage,20 ft^2,Fiberglass,100%,Baisse de nuit uniquement,"(22,22,18)",23,10,19,None,Hour3,"Cooling Season, 7 days/wk",Hour17,North,None,Occupied,No,None,None,None,Standard Efficiency,None,"Unfinished, Uninsulated",Uninsulated,"Summer = 0.7, Winter = 0.85",No,"Metal, Dark",5.58493609815389,8.519718236761513,16.403040033968686,23.983333333333334,Montmorency,Chaudière-Appalaches,Maison individuelle,Logement,Ne sait pas,Garage chauffé à électricité,Un étage,Aucun Sous-sol ou vide sanitaire,3,1,1,Oui,Traditionnelle,Non,1,Oui,[500 - 1000),Non,Aucun,Aucun,Aucun,Aucun,Non,Aucun,Aucun,Aucun,Aucun,Aucun,Aucune_VE_Aucune_VHR,Aucun,Proprietaire,Plus de 50 %,Maison,[1980 - 1990),2 ACH50,[1986 - 2013),Electricite,Electrique,Système central à eau chaude,Aucune,Electrique
12,116,Middle,Middle,Slab,"Double, Low-E, Non-metal, Air, L-Gain",QC_WoodStud-R18.9,QC_R29.8,"QC_Wall-R17.1, interior",None,None,Vented Attic,None,"Electric Baseboard, 100% Efficiency",none,High,120% Usage,120% Usage,120% Usage,EF 21.9,EF 21.9,105% Usage,"EF 12, National Average",290 Rated kWh,120% Usage,100% Usage,20 ft^2,Fiberglass,100%,Baisse de soir et de nuit uniquement,"(19,18,18)",22,16,20,None,Hour18,"Cooling Season, 7 days/wk",Hour12,East,None,Occupied,No,None,None,None,Standard Efficiency,None,"Unfinished, Uninsulated",Uninsulated,"Summer = 0.7, Winter = 0.85",None,"Asphalt Shingles, Medium",6.262742794865313,8.269266139583006,16.384838687726763,23.983333333333334,Montréal,Montréal,Collective,Logement,Ne sait pas,Pas de Garage,Deux étages,Aucun Sous-sol ou vide sanitaire,7,2,2,Oui,Aucun,Oui,Aucun,Oui,[1000 - 1500),Non,Aucun,Aucun,Aucun,Aucun,Non,Aucun,Aucun,Aucun,Aucun,Aucun,Aucune_VE_Aucune_VHR,Aucun,Locataire,Ne sait pas,Collective,[1980 - 1990),3 ACH50,[1971 - 1986),Electricite,Electrique,Plinthes électriques,Aucune,Electrique
2,2,Not Applicable,Top,Slab,"Double, Clear, Non-metal, Air",QC_WoodStud-R24.5,QC_R41,"QC_Wall-R17, interior",None,None,Vented Attic,None,"Electric Baseboard, 100% Efficiency",electric resistance,Low,80% Usage,80% Usage,80% Usage,EF 15.9,EF 10.2,95% Usage,"EF 12, National Average",318 Rated kWh,80% Usage,100% Usage,20 ft^2,Fiberglass,100%,Constant,"(20,20,20)",22,10,16,None,Hour3,"Cooling Season, 7 days/wk",Hour12,Southwest,None,Occupied,No,None,None,None,Standard Efficiency,None,"Unfinished, Uninsulated",Uninsulated,"Summer = 0.7, Winter = 0.85",None,Wood Shingles,7.315586337255393,8.342154872751006,15.328121541191003,21.474835526076212,Montréal,Montréal,Duplex,Logement,Ne sait pas,Garage non chauffé,Un étage,Aucun Sous-sol ou vide sanitaire,5,1,2,Oui,Traditionnelle,Oui,Aucun,Non,[1500 - 2000),Oui,Exterieur,Pas utilisé,Aucun,Aucun,Non,Aucun,Aucun,Aucun,Aucun,Aucun,Aucune_VE_Aucune_VHR,Aucun,Proprietaire,1 à 24 %,Plex,[2010 - 2020),5 ACH50,>= 2013,Electricite,Electrique,Plinthes électriques,Aucune,Ne sait pas
1,1,Not Applicable,Not Applicable,Heated Basement,"Double, Clear, Metal, Air",QC_WoodStud-R20.7,QC_R30.9,"QC_Wall-R17.1, interior",Uninsulated,None,Vented Attic,None,"Electric Furnace, 100% AFUE",none,Medium,100% Usage,100% Usage,100% Usage,EF 10.5,None,100% Usage,"EF 12, National Average",318 Rated kWh,100% Usage,100% Usage,20 ft^2,Fiberglass,100%,Baisse de nuit uniquement,"(21,21,20)",23,10,22,None,Hour6,"Cooling Season, 7 days/wk",Hour6,Southeast,None,Occupied,No,None,None,None,None,None,"Unfinished, Uninsulated",None,"Summer = 0.7, Winter = 0.85",No,"Asphalt Shingles, Medium",7.657036619346594,9.025728652862842,15.16420566936273,20.588903435204607,Laurentides,Laurentides,Maison individuelle,Logement,Ne sait pas,Pas de Garage,Trois étages et plus,Sous sol 6 pied,10,4,2,Oui,Frontale,Oui,1,Oui,[1500 - 2000),Non,Aucun,Aucun,Aucun,Aucun,Non,Aucun,Aucun,Aucun,Aucun,Aucun,Aucune_VE_Aucune_VHR,Aucun,Proprietaire,25 à 50 %,Maison,[1990 - 2000),7 ACH50,[1986 - 2013),Electricite,Electrique,Système central à air chaud,Centrale,Electrique
14,326,Middle,Middle,Slab,"Double, Clear, Metal, Air",QC_WoodStud-R18.9,QC_R29.8,"QC_Wall-R17.1, interior",None,None,Vented Attic,None,"ASHP, SEER 13, 7.7 HSPF",none,High,120% Usage,120% Usage,120% Usage,EF 6.7,EF 10.2,105% Usage,"EF 12, National Average",318 Rated kWh,120% Usage,100% Usage,20 ft^2,Fiberglass,100%,Baisse de nuit uniquement,"(22,22,20)",22,16,22,None,Hour20,"Cooling Season, 7 days/wk",Hour17,West,None,Occupied,No,None,None,None,Standard Efficiency,None,"Unfinished, Uninsulated",Uninsulated,"Summer = 0.7, Winter = 0.85",None,"Asphalt Shingles, Medium",4.514822674594962,5.510714172915397,14.731737992919118,21.79711928337777,Montréal,Montréal,Collective,Logement,40 gallons,Pas de Garage,Un étage,Aucun Sous-sol ou vide sanitaire,3,1,1,Oui,Frontale,Oui,1,Oui,[500 - 1000),Non,Aucun,Aucun,Aucun,Aucun,Non,Aucun,Aucun,Aucun,Aucun,Aucun,Aucune_VE_Aucune_VHR,Aucun,Locataire,0%,Collective,[1980 - 1990),1 ACH50,[1986 - 2013),Electricite,Electrique,Thermopompe et Système central à air chaud,Centrale,Electrique
1,1,Not Applicable,Not Applicable,Heated Basement,"Double, Clear, Non-metal, Air",QC_WoodStud-R14,QC_R24.6,"QC_Wall-R12, interior",Uninsulated,None,Vented Attic,None,"Fuel Furnace, 80% AFUE",none,Low,80% Usage,80% Usage,80% Usage,EF 17.6,EF 6.7,95% Usage,"EF 12, National Average",318 Rated kWh,80% Usage,100% Usage,20 ft^2,Fiberglass,100%,Constant,"(24,24,24)",19,10,19,None,Hour0,"Cooling Season, 7 days/wk",Hour19,East,None,Occupied,No,None,None,None,Standard Efficiency,None,"Unfinished, Uninsulated",None,"Summer = 0.7, Winter = 0.85",No,"Metal, Dark",6.48470343956921,6.941367474454217,15.707926855263821,23.038063212910345,Laurentides,Laurentides,Maison individuelle,Logement,60 gallons,Garage chauffé à électricité,Trois étages et plus,Sous sol 6 pied,7,1,1,Oui,Traditionnelle,Oui,1,Oui,[2000 - 2500),Non,Aucun,Aucun,Aucun,Aucun,Oui,Creusee_Exterieur,Oui,Electrique,Oui,Non,Aucune_VE_Aucune_VHR,Aucun,Proprietaire,1 à 24 %,Maison,[1950 - 1960),7 ACH50,[1946 - 1971),Gaz naturel,Electrique,Système central à air chaud,Aucune,Gaz Naturel
3,3,Not Applicable,Middle,Slab,"Double, Clear, Non-metal, Air",QC_WoodStud-R12.6,QC_R18.3,"QC_Wall-R12, interior",None,None,Vented Attic,None,"Electric Baseboard, 100% Efficiency",none,Low,80% Usage,80% Usage,80% Usage,EF 19.9,None,95% Usage,"EF 12, National Average",290 Rated kWh,80% Usage,100% Usage,20 ft^2,Fiberglass,100%,Autre,"(20,22,22)",20,19,16,None,Hour3,"Cooling Season, 7 days/wk",Hour19,East,None,Occupied,No,None,None,None,Standard Efficiency,None,"Unfinished, Uninsulated",Uninsulated,"Summer = 0.7, Winter = 0.85",None,"Asphalt Shingles, Medium",5.225398748157046,7.123950103700949,18.01693865863066,21.219326097433335,Montréal,Montréal,Triplex,Logement,Ne sait pas,Pas de Garage,Un étage,Aucun Sous-sol ou vide sanitaire,3,2,2,Oui,Traditionnelle,Oui,1,Oui,[1000 - 1500),Non,Aucun,Aucun,Aucun,Aucun,Non,Aucun,Aucun,Aucun,Aucun,Aucun,Aucune_VE_Aucune_VHR,Aucun,Locataire,25 à 50 %,Plex,[1960 - 1970),7 ACH50,[1946 - 1971),Electricite,Electrique,Plinthes électriques,"Fenêtre, mobile, portable",Electrique
1,1,Not Applicable,Not Applicable,Heated Basement,"Double, Clear, Non-metal, Air",QC_WoodStud-R17.2,QC_R27.3,"QC_Wall-R14.4, interior",Uninsulated,None,Vented Attic,None,"Fuel Boiler, 72% AFUE",none,Medium,100% Usage,100% Usage,100% Usage,EF 17.6,None,100% Usage,"EF 12, National Average",318 Rated kWh,100% Usage,100% Usage,20 ft^2,Fiberglass,100%,Baisse de nuit uniquement,"(21,21,19)",21,15,19,None,Hour19,"Cooling Season, 7 days/wk",Hour18,East,None,Occupied,No,None,None,None,Standard Efficiency,None,"Unfinished, Uninsulated",None,"Summer = 0.7, Winter = 0.85",No,"Asphalt Shingles, Medium",3.8004172573633017,6.578748528056022,14.2543610376263,22.716546207636036,Richelieu,Montérégie,Maison individuelle,Logement,60 gallons,Garage chauffé à électricité,Trois étages et plus,Sous sol 6 pied,9,1,2,Oui,Frontale,Oui,1,Oui,[2500 - 3000),Non,Aucun,Aucun,Aucun,Aucun,Non,Aucun,Aucun,Aucun,Aucun,Aucun,Aucune_VE_Aucune_VHR,Aucun,Proprietaire,Plus de 50 %,Maison,[1970 - 1980),5 ACH50,[1971 - 1986),Bois,Gaz,Fournaise ou poêle à bois,Aucune,Electrique
1,1,Not Applicable,Not Applicable,Heated Basement,"Double, Clear, Non-metal, Air",QC_WoodStud-R20.7,QC_R30.9,"QC_Wall-R17.1, interior",Uninsulated,None,Vented Attic,None,"MSHP, SEER 14.5, 8.2 HSPF",none,Medium,100% Usage,100% Usage,100% Usage,EF 17.6,EF 19.9,100% Usage,"EF 12, National Average",318 Rated kWh,100% Usage,100% Usage,20 ft^2,Fiberglass,100%,Baisse de nuit uniquement,"(22,22,21)",23,20,21,None,Hour3,"Cooling Season, 7 days/wk",Hour18,West,None,Occupied,No,None,None,None,None,None,"Unfinished, Uninsulated",None,"Summer = 0.7, Winter = 0.85",No,Composition Shingles,4.749680909771037,7.701286549902401,16.801966952136457,23.21767666875679,Laurentides,Laurentides,Maison individuelle,Logement,60 gallons,Garage non chauffé,Deux étages,Sous sol 6 pied,7,5 et plus,1,Oui,Frontale,Oui,Aucun,Oui,[1500 - 2000),Non,Aucun,Aucun,Aucun,Aucun,Non,Aucun,Aucun,Aucun,Aucun,Aucun,Aucune_VE_Aucune_VHR,Aucun,Proprietaire,25 à 50 %,Maison,[2000 - 2010),3 ACH50,[1986 - 2013),Electricite,Electrique,Thermopompe murale et Plinthes électriques,Murale,Electrique
5,36,Middle,Middle,Slab,"Double, Clear, Non-metal, Air",QC_WoodStud-R24.5,QC_R41,"QC_Wall-R17, interior",None,None,Vented Attic,None,"Electric Baseboard, 100% Efficiency",none,Medium,100% Usage,100% Usage,100% Usage,EF 17.6,EF 10.2,100% Usage,"EF 12, National Average",318 Rated kWh,100% Usage,100% Usage,20 ft^2,Fiberglass,100%,Baisse de soir et de nuit,"(21,20,18)",24,12,21,None,Hour18,"Cooling Season, 7 days/wk",Hour11,North,None,Occupied,No,None,None,None,None,None,"Unfinished, Uninsulated","2ft R10 Perimeter, Vertical","Summer = 0.7, Winter = 0.85",None,"Asphalt Shingles, Medium",8.112099304456727,9.224337893310091,18.341261730669608,21.52177774079243,Montréal,Montréal,Collective,Central,Non definit,Pas de Garage,Un étage,Aucun Sous-sol ou vide sanitaire,4,1,1,Oui,Frontale,Oui,Aucun,Oui,[500 - 1000),Non,Aucun,Aucun,Aucun,Aucun,Non,Aucun,Aucun,Aucun,Aucun,Aucun,Aucune_VE_Aucune_VHR,Aucun,Proprietaire,Plus de 50 %,Collective,[2010 - 2020),1 ACH50,>= 2013,Electricite,Electrique,Plinthes électriques,"Fenêtre, mobile, portable",Electrique
2,2,Not Applicable,Bottom,Slab,"Double, Clear, Non-metal, Air",QC_WoodStud-R24.5,QC_R41,"QC_Wall-R17, interior",None,None,Vented Attic,None,"Fuel Boiler, 72% AFUE",none,Medium,100% Usage,100% Usage,100% Usage,EF 10.2,None,100% Usage,"EF 12, National Average",290 Rated kWh,100% Usage,100% Usage,20 ft^2,Fiberglass,100%,Autre,"(22,21,22)",23,10,18,None,Hour5,"Cooling Season, 7 days/wk",Hour10,West,None,Occupied,No,None,None,None,Standard Efficiency,None,"Unfinished, Uninsulated","2ft R10 Perimeter, Vertical","Summer = 0.7, Winter = 0.85",None,"Asphalt Shingles, Medium",5.164672183503466,8.041047595779464,17.035066911225584,22.676808278270478,Richelieu,Montérégie,Duplex,Logement,40 gallons,Garage non chauffé,Deux étages,Aucun Sous-sol ou vide sanitaire,8,4,1,Oui,Traditionnelle,Oui,Aucun,Oui,[1500 - 2000),Non,Aucun,Aucun,Aucun,Aucun,Non,Aucun,Aucun,Aucun,Aucun,Aucun,Aucune_VE_Aucune_VHR,Aucun,Locataire,1 à 24 %,Plex,[2010 - 2020),4 ACH50,>= 2013,Bois,Electrique,Fournaise ou poêle à bois,Murale,Electrique
21,116,Middle,Middle,Slab,"Double, Clear, Non-metal, Air",QC_WoodStud-R24.5,QC_R41,"QC_Wall-R17, interior",None,None,Vented Attic,None,"Electric Baseboard, 100% Efficiency",none,Medium,100% Usage,100% Usage,100% Usage,EF 6.7,None,100% Usage,"EF 12, National Average",318 Rated kWh,100% Usage,100% Usage,20 ft^2,Fiberglass,100%,Hausse de soir et baisse de nuit,"(19,23,18)",21,10,20,None,Hour20,"Cooling Season, 7 days/wk",Hour13,North,None,Occupied,No,None,None,None,Standard Efficiency,None,"Unfinished, Uninsulated",Uninsulated,"Summer = 0.7, Winter = 0.85",None,"Asphalt Shingles, Medium",7.652548565182611,9.5387102367515,18.490933989743205,22.315512182029245,Montmorency,Capitale-Nationale,Collective,Logement,60 gallons,Pas de Garage,Un étage,Aucun Sous-sol ou vide sanitaire,2,2,1,Oui,Frontale,Oui,1,Oui,[1 - 500),Non,Aucun,Aucun,Aucun,Aucun,Non,Aucun,Aucun,Aucun,Aucun,Aucun,Aucune_VE_Aucune_VHR,Aucun,Locataire,0%,Collective,[2010 - 2020),4 ACH50,>= 2013,Electricite,Electrique,Plinthes électriques,"Fenêtre, mobile, portable",Electrique
1,1,Not Applicable,Not Applicable,Heated Basement,"Double, Clear, Non-metal, Air",QC_WoodStud-R14.5,QC_R19.6,"QC_Wall-R10.1, interior",Uninsulated,None,Vented Attic,None,"Electric Furnace, 100% AFUE",none,Low,80% Usage,80% Usage,80% Usage,EF 17.6,None,95% Usage,"EF 12, National Average",290 Rated kWh,80% Usage,100% Usage,20 ft^2,Fiberglass,100%,Baisse de nuit uniquement,"(21,21,20)",22,18,21,None,Hour2,"Cooling Season, 7 days/wk",Hour17,East,None,Occupied,No,None,None,None,Standard Efficiency,None,"Unfinished, Uninsulated",None,"Summer = 0.7, Winter = 0.85",No,Composition Shingles,7.05389554238776,10.220864565654967,17.658369546996777,21.07716166721776,Montmorency,Chaudière-Appalaches,Maison individuelle,Logement,40 gallons,Pas de Garage,Deux étages,Sous sol 6 pied,5,1,1,Oui,Traditionnelle,Oui,1,Oui,[1000 - 1500),Non,Aucun,Aucun,Aucun,Aucun,Non,Aucun,Aucun,Aucun,Aucun,Aucun,Aucune_VE_Aucune_VHR,Aucun,Proprietaire,0%,Maison,< 1950,10 ACH50,< 1946,Electricite,Electrique,Système central à air chaud,"Fenêtre, mobile, portable",Electrique
1,1,Not Applicable,Not Applicable,Heated Basement,"Double, Low-E, Non-metal, Air, L-Gain",QC_WoodStud-R14,QC_R24.6,"QC_Wall-R12, interior",Uninsulated,None,Vented Attic,None,"Electric Baseboard, 100% Efficiency",none,High,120% Usage,120% Usage,120% Usage,EF 10.5,EF 19.9,105% Usage,"EF 12, National Average",290 Rated kWh,120% Usage,100% Usage,20 ft^2,Fiberglass,100%,Baisse de nuit uniquement,"(22,22,21)",24,10,21,None,Hour0,"Cooling Season, 7 days/wk",Hour4,West,None,Occupied,No,None,None,None,None,None,"Unfinished, Uninsulated",None,"Summer = 0.7, Winter = 0.85",No,Composition Shingles,8.311816081388534,9.731568062055088,17.14642529673626,21.615956130478665,Laurentides,Laval,Maison individuelle,Logement,60 gallons,Garage chauffé à électricité,Deux étages,Sous sol 6 pied,9,2,2,Oui,Frontale,Oui,Aucun,Oui,[2000 - 2500),Non,Aucun,Aucun,Aucun,Aucun,Oui,Hors_Terre,Oui,Thermopompe,Oui,Non,Aucune_VE_Aucune_VHR,Aucun,Proprietaire,0%,Maison,[1960 - 1970),6 ACH50,[1946 - 1971),Electricite,Electrique,Plinthes électriques,Murale,Electrique
2,2,Not Applicable,Top,Slab,"Double, Clear, Non-metal, Air",QC_WoodStud-R12.6,QC_R18.3,"QC_Wall-R12, interior",None,None,Vented Attic,None,"Electric Baseboard, 100% Efficiency",none,Medium,100% Usage,100% Usage,100% Usage,EF 6.7,None,100% Usage,"EF 12, National Average",318 Rated kWh,100% Usage,100% Usage,20 ft^2,Fiberglass,100%,Hausse de soir et baisse de nuit,"(18,20,17)",21,16,18,None,Hour16,"Cooling Season, 7 days/wk",Hour8,Southwest,None,Occupied,No,None,None,None,Standard Efficiency,None,"Unfinished, Uninsulated",Uninsulated,"Summer = 0.7, Winter = 0.85",None,Composition Shingles,7.828140931606871,10.6794019037918,17.500289798574272,23.03769691391696,Montréal,Montréal,Duplex,Logement,41-59 gallons,Pas de Garage,Un étage,Aucun Sous-sol ou vide sanitaire,5,2,2,Oui,Frontale,Oui,Aucun,Oui,[1000 - 1500),Non,Aucun,Aucun,Aucun,Aucun,Non,Aucun,Aucun,Aucun,Aucun,Aucun,Aucune_VE_Aucune_VHR,Aucun,Locataire,1 à 24 %,Plex,[1950 - 1960),7 ACH50,[1946 - 1971),Electricite,Electrique,Plinthes électriques,Murale,Electrique
